Source:_data/IAMC/Spain/Spain_IAMC.xlsx_+_reference	Unnamed:_1	Unnamed:_2
ES421	ES521	HVAC_OverheadLine
ES421	ES523	HVAC_OverheadLine
ES421	ES614	HVAC_OverheadLine
ES421	ES616	HVAC_OverheadLine
ES421	ES620	HVAC_OverheadLine
ES422	ES421	HVAC_OverheadLine
ES422	ES423	HVAC_OverheadLine
ES422	ES425	HVAC_OverheadLine
ES422	ES431	HVAC_OverheadLine
ES422	ES613	HVAC_OverheadLine
ES422	ES616	HVAC_OverheadLine
ES423	ES242	HVAC_OverheadLine
ES423	ES300	HVAC_OverheadLine
ES423	ES421	HVAC_OverheadLine
ES423	ES422	HVAC_OverheadLine
ES423	ES424	HVAC_OverheadLine
ES423	ES425	HVAC_OverheadLine
ES423	ES523	HVAC_OverheadLine
ES424	ES242	HVAC_OverheadLine
ES424	ES243	HVAC_OverheadLine
ES424	ES300	HVAC_OverheadLine
ES424	ES416	HVAC_OverheadLine
ES424	ES417	HVAC_OverheadLine
ES424	ES423	HVAC_OverheadLine
ES425	ES300	HVAC_OverheadLine
ES425	ES422	HVAC_OverheadLine
ES425	ES423	HVAC_OverheadLine
ES425	ES431	HVAC_OverheadLine
ES425	ES432	HVAC_OverheadLine
ES431	ES422	HVAC_OverheadLine
ES431	ES425	HVAC_OverheadLine
ES431	ES432	HVAC_OverheadLine
ES431	ES613	HVAC_OverheadLine
ES431	ES615	HVAC_OverheadLine
ES431	ES618	HVAC_OverheadLine
ES431	Portugal	HVAC_OverheadLine
ES432	ES300	HVAC_OverheadLine
ES432	ES415	HVAC_OverheadLine
ES432	ES425	HVAC_OverheadLine
ES432	ES431	HVAC_OverheadLine
ES432	ES616	HVAC_OverheadLine
ES432	Portugal	HVAC_OverheadLine
ES511	ES512	HVAC_OverheadLine
ES511	ES513	HVAC_OverheadLine
ES511	ES514	HVAC_OverheadLine
ES512	ES511	HVAC_OverheadLine
ES512	ES513	HVAC_OverheadLine
ES512	France	HVAC_OverheadLine
ES513	ES241	HVAC_OverheadLine
ES513	ES243	HVAC_OverheadLine
ES513	ES511	HVAC_OverheadLine
ES513	ES512	HVAC_OverheadLine
ES513	ES514	HVAC_OverheadLine
ES513	France	HVAC_OverheadLine
ES514	ES242	HVAC_OverheadLine
ES514	ES243	HVAC_OverheadLine
ES514	ES511	HVAC_OverheadLine
ES514	ES513	HVAC_OverheadLine
ES514	ES522	HVAC_OverheadLine
ES521	ES421	HVAC_OverheadLine
ES521	ES523	HVAC_OverheadLine
ES521	ES620	HVAC_OverheadLine
ES522	ES242	HVAC_OverheadLine
ES522	ES514	HVAC_OverheadLine
ES522	ES523	HVAC_OverheadLine
ES523	ES242	HVAC_OverheadLine
ES523	ES421	HVAC_OverheadLine
ES523	ES423	HVAC_OverheadLine
ES523	ES521	HVAC_OverheadLine
ES523	ES522	HVAC_OverheadLine
ES523	ES532	HVDC_Cable
ES532	ES523	HVDC_Cable
ES611	ES614	HVAC_OverheadLine
ES611	ES620	HVAC_OverheadLine
ES612	ES615	HVAC_OverheadLine
ES612	ES617	HVAC_OverheadLine
ES612	ES618	HVAC_OverheadLine
ES613	ES422	HVAC_OverheadLine
ES613	ES431	HVAC_OverheadLine
ES613	ES614	HVAC_OverheadLine
ES613	ES616	HVAC_OverheadLine
ES613	ES617	HVAC_OverheadLine
ES613	ES618	HVAC_OverheadLine
ES614	ES421	HVAC_OverheadLine
ES614	ES611	HVAC_OverheadLine
ES614	ES613	HVAC_OverheadLine
ES614	ES616	HVAC_OverheadLine
ES614	ES617	HVAC_OverheadLine
ES614	ES620	HVAC_OverheadLine
ES615	ES431	HVAC_OverheadLine
ES615	ES612	HVAC_OverheadLine
ES615	ES618	HVAC_OverheadLine
ES615	Portugal	HVAC_OverheadLine
ES616	ES421	HVAC_OverheadLine
ES616	ES422	HVAC_OverheadLine
ES616	ES432	HVAC_OverheadLine
ES616	ES613	HVAC_OverheadLine
ES616	ES614	HVAC_OverheadLine
ES617	ES612	HVAC_OverheadLine
ES617	ES613	HVAC_OverheadLine
ES617	ES614	HVAC_OverheadLine
ES617	ES618	HVAC_OverheadLine
ES618	ES431	HVAC_OverheadLine
ES618	ES612	HVAC_OverheadLine
ES618	ES613	HVAC_OverheadLine
ES618	ES615	HVAC_OverheadLine
ES618	ES617	HVAC_OverheadLine
ES620	ES421	HVAC_OverheadLine
ES620	ES521	HVAC_OverheadLine
ES620	ES611	HVAC_OverheadLine
ES620	ES614	HVAC_OverheadLine
EU	France	HVDC_Cable
EU	Italy	HVAC_OverheadLine
France	ES212	HVAC_OverheadLine
France	ES220	HVAC_OverheadLine
France	ES241	HVAC_OverheadLine
France	ES512	HVAC_OverheadLine
France	ES513	HVAC_OverheadLine
France	EU	HVDC_Cable
France	Italy	HVAC_OverheadLine
Italy	EU	HVAC_OverheadLine
Italy	France	HVAC_OverheadLine
Portugal	ES113	HVAC_OverheadLine
Portugal	ES114	HVAC_OverheadLine
Portugal	ES415	HVAC_OverheadLine
Portugal	ES419	HVAC_OverheadLine
Portugal	ES431	HVAC_OverheadLine
Portugal	ES432	HVAC_OverheadLine
Portugal	ES615	HVAC_OverheadLine
ES113	ES111	HVAC_OverheadLine
ES111	ES113	HVAC_OverheadLine
ES422	ES432	HVAC_OverheadLine
ES432	ES422	HVAC_OverheadLine
ES618	ES422	HVAC_OverheadLine
ES422	ES618	HVAC_OverheadLine
ES213	France	HVDC_Cable
France	ES213	HVDC_Cable
ES511	Italy	HVDC_Cable
Italy	ES511	HVDC_Cable
ES523	Italy	HVDC_Cable
Italy	ES523	HVDC_Cable
